variant,construction,scaling,metric,value
ple,long_only_monthly,unscaled,annualised_vol,0.14546860953856527
ple,long_only_monthly,scaled,sharpe_ratio,3.1232650688333496
ple,long_only_monthly,unscaled,sharpe_ratio,3.0670622395209204
ple,long_only_monthly,scaled,max_drawdown,0.037757475491642184
ple,long_only_monthly,unscaled,max_drawdown,0.06003351993839187
ple,long_only_monthly,scaled,n_rebalances,60.0
ple,long_only_monthly,unscaled,n_rebalances,60.0
ple,long_short_monthly,scaled,cumulative_return,2.641776315562924
ple,long_short_monthly,unscaled,cumulative_return,35.873013549019554
ple,long_short_monthly,scaled,annualised_return,0.2949787843544138
ple,long_short_monthly,unscaled,annualised_return,1.0575089194902234
ple,long_short_monthly,scaled,annualised_vol,0.09486413896020372
ple,long_short_monthly,unscaled,annualised_vol,0.2768265425646062
ple,long_short_monthly,scaled,sharpe_ratio,2.7997583488697595
ple,long_short_monthly,unscaled,sharpe_ratio,2.81158784059006
ple,long_short_monthly,scaled,max_drawdown,0.03950425478122698
ple,long_short_monthly,unscaled,max_drawdown,0.10337693664619808
ple,long_short_monthly,scaled,n_rebalances,60.0
ple,long_short_monthly,unscaled,n_rebalances,60.0
ple,country_composite_long_only_monthly,scaled,cumulative_return,1.4384140455525132
ple,country_composite_long_only_monthly,unscaled,cumulative_return,2.4184954438136117
ple,country_composite_long_only_monthly,scaled,annualised_return,0.19514745291131286
ple,country_composite_long_only_monthly,unscaled,annualised_return,0.278695100387256
ple,country_composite_long_only_monthly,scaled,annualised_vol,0.07888929218016304
ple,country_composite_long_only_monthly,unscaled,annualised_vol,0.10954436293133685
ple,country_composite_long_only_monthly,scaled,sharpe_ratio,2.3146058698045495
ple,country_composite_long_only_monthly,unscaled,sharpe_ratio,2.3199432723632323
ple,country_composite_long_only_monthly,scaled,max_drawdown,0.03879180166516318
ple,country_composite_long_only_monthly,unscaled,max_drawdown,0.048015284426136166
ple,country_composite_long_only_monthly,scaled,n_rebalances,60.0
ple,country_composite_long_only_monthly,unscaled,n_rebalances,60.0
ple,country_composite_long_short_monthly,scaled,cumulative_return,1.7374848439314028
ple,country_composite_long_short_monthly,unscaled,cumulative_return,2.5455600208567466
ple,country_composite_long_short_monthly,scaled,annualised_return,0.2231235965438474
ple,country_composite_long_short_monthly,unscaled,annualised_return,0.2880625941865427
ple,country_composite_long_short_monthly,scaled,annualised_vol,0.10285869905552934
ple,country_composite_long_short_monthly,unscaled,annualised_vol,0.12826596808228707
ple,country_composite_long_short_monthly,scaled,sharpe_ratio,2.023890816029008
ple,country_composite_long_short_monthly,unscaled,sharpe_ratio,2.055581295079252
ple,country_composite_long_short_monthly,scaled,max_drawdown,0.04682431385999988
ple,country_composite_long_short_monthly,unscaled,max_drawdown,0.057470656635218345
ple,country_composite_long_short_monthly,scaled,n_rebalances,60.0
ple,country_composite_long_short_monthly,unscaled,n_rebalances,60.0
