variant,strategy,scaling,eom,return,cumulative_wealth,drawdown,rolling_sharpe_12m,rolling_return_12m
linear,country_composite_long_only,unscaled,2024-08-31,0.093774,2.847876,0.0,3.2244,33.2348
linear,country_composite_long_only,unscaled,2024-09-30,0.010536,2.877881,0.0,3.6374,35.2487
linear,country_composite_long_only,unscaled,2024-10-31,0.001752,2.882924,0.0,3.1129,29.7775
linear,country_composite_long_only,unscaled,2024-11-30,0.010259,2.912499,0.0,2.8241,26.9403
linear,country_composite_long_only,unscaled,2024-12-31,0.021106,2.973971,0.0,2.9657,28.0246
linear,country_composite_long_only,unscaled,2025-01-31,0.011659,3.008645,0.0,2.6861,23.4414
linear,country_composite_long_only,unscaled,2025-02-28,0.001359,3.012734,0.0,2.4429,21.7799
linear,country_composite_long_only,unscaled,2025-03-31,-0.001862,3.007123,-0.001862,2.1301,19.4322
linear,country_composite_long_only,unscaled,2025-04-30,0.047922,3.151231,0.0,2.3357,22.5625
linear,country_composite_long_only,unscaled,2025-05-31,0.042219,3.284272,0.0,2.9521,27.7245
linear,country_composite_long_only,unscaled,2025-06-30,0.078036,3.540565,0.0,3.0323,33.0126
linear,country_composite_long_only,unscaled,2025-07-31,0.058254,3.746816,0.0,3.3566,37.5015
linear,country_composite_long_only,unscaled,2025-08-31,0.011923,3.791489,0.0,3.2743,29.3163
linear,country_composite_long_only,unscaled,2025-09-30,0.025445,3.887963,0.0,3.4912,30.8072
linear,country_composite_long_only,unscaled,2025-10-31,-0.00639,3.863117,-0.00639,3.2965,29.9929
linear,country_composite_long_only,unscaled,2025-11-30,0.031292,3.984,0.0,3.5786,32.0962
linear,country_composite_long_only,unscaled,2025-12-31,0.037855,4.134813,0.0,3.7481,33.7711
linear,country_composite_long_only,scaled,2021-01-31,0.024188,1.024188,0.0,,
linear,country_composite_long_only,scaled,2021-02-28,0.027055,1.051897,0.0,,
linear,country_composite_long_only,scaled,2021-03-31,0.021639,1.074659,0.0,,
linear,country_composite_long_only,scaled,2021-04-30,0.022233,1.098553,0.0,,
linear,country_composite_long_only,scaled,2021-05-31,0.027072,1.128293,0.0,,
linear,country_composite_long_only,scaled,2021-06-30,0.025924,1.157543,0.0,,
linear,country_composite_long_only,scaled,2021-07-31,0.022427,1.183503,0.0,,
linear,country_composite_long_only,scaled,2021-08-31,0.01102,1.196546,0.0,,
linear,country_composite_long_only,scaled,2021-09-30,0.004071,1.201417,0.0,,
linear,country_composite_long_only,scaled,2021-10-31,0.000566,1.202097,0.0,,
linear,country_composite_long_only,scaled,2021-11-30,0.033959,1.242919,0.0,,
linear,country_composite_long_only,scaled,2021-12-31,0.000236,1.243212,0.0,5.5771,22.0391
linear,country_composite_long_only,scaled,2022-01-31,0.022233,1.270852,0.0,5.5652,21.8435
linear,country_composite_long_only,scaled,2022-02-28,0.026509,1.30454,0.0,5.5698,21.7889
