n_firms,b1_base,r2_base,b1_full,b2_full,r2_full,corr_base_path2,rank_corr_base_path2,rank_corr_base,rank_corr_path2,rank_corr_combined,entropy_ratio,missingness_excess,variant,eom,country
156,0.06453984796745581,0.04044545450522863,0.07568495911619114,-0.03773527463962233,0.05306574863220048,0.2953499412728223,0.3076480536106589,0.21974697708829,0.012209394674811129,0.031708074558713384,,,fourier,2016-01-31,KWT
107,-0.024749869205537494,0.007705033428313857,-0.053740363805346456,0.06791180650114406,0.055145644175750186,0.42688445637656064,0.5212484570622465,-0.026812829404964832,0.06981915789886166,0.06156076725641176,,,fourier,2016-01-31,MEX
889,0.017262460717908382,0.0038509106668006554,0.007427295254898637,0.02009237641286123,0.007817875694830945,0.4894973725809676,0.503767424987455,0.06626390261248807,0.1732093461930245,0.16473974929922483,,,fourier,2016-01-31,MYS
60,0.06822073763009256,0.011479885740641627,0.14548630687415726,-0.16347614670878632,0.06267360113637654,0.4726412433837467,0.36010002778549605,0.02812048464940453,-0.003834611543100618,-0.04245859737578075,,,fourier,2016-01-31,PER
224,-0.057480522121227076,0.023175055110922882,-0.0008791399089707677,-0.1018927408000851,0.07352602936299135,0.5554996535354192,0.5590582959641257,-0.17132073457185568,-0.17842195174033743,-0.1943262865684391,,,fourier,2016-01-31,PHL
766,0.08028862500704367,0.032788311381515944,0.08183922141930958,-0.007026244966519312,0.03302718817133676,0.22068635802676226,0.21199256885566106,0.12544539867320742,0.11455443953054553,0.11940559142063996,,,fourier,2016-01-31,POL
42,-0.0622229392114386,0.08306022051375583,-0.041058288204034135,-0.041549354270286276,0.11048612555524873,0.5093857986265646,0.3822218620857305,-0.20168543878129813,-0.19423061340247955,-0.21254355400696864,,,fourier,2016-01-31,QAT
165,-0.006711958254374025,0.0007760306266704209,0.06315293980550604,-0.1006713785798641,0.09127408241199042,0.6939896825234243,0.6686693559159032,-0.01683541260385222,-0.2038896161141239,-0.15812251222183638,,,fourier,2016-01-31,SAU
605,0.02033593135527247,0.004098131134191996,-0.003167052002792558,0.0354870507633988,0.011103654840983301,0.662297453647318,0.6671664397023688,0.04338008513437251,0.08081605380186496,0.07542811276740712,,,fourier,2016-01-31,THA
393,0.001478215094867408,2.8399076616003605e-05,-0.016846681561349636,0.03856607393697094,0.014994479186847154,0.4751558762801002,0.4360634632432429,0.029723979334826896,0.1551805672088652,0.14100113637891318,,,fourier,2016-01-31,TUR
1819,0.041402168537803534,0.022525696393957184,0.026411147166550145,0.027993326777783236,0.029870205208235467,0.5355212508411505,0.5019850968054476,0.18039898954420794,0.21760625563565342,0.2336257463426824,,,fourier,2016-01-31,TWN
273,0.052648457326699226,0.019790800624878924,0.06066018134332126,-0.023155773095702117,0.023160847948616392,0.3459925083695375,0.45744884141191566,0.14940097705060246,0.002399276678240782,0.06181558244093858,,,fourier,2016-01-31,ZAF
81,0.028453422049749166,0.01631642861879401,0.049080065610316366,-0.040695391944066246,0.04111878502268107,0.5068545251733356,0.5153116531165312,0.2012646793134598,0.04541553748870822,0.06271454381210478,,,fourier,2016-02-29,ARE
176,0.10549245981627507,0.03404925247080692,0.11127727001844513,-0.01643118315530035,0.03477290845245651,0.352062912785444,0.36730134272507153,0.1485473909212371,0.028926711380584388,0.056475436205788994,,,fourier,2016-02-29,BRA
120,0.014618931059454216,0.001540400790758678,0.05715147300781264,-0.09604788088062235,0.05499470233153658,0.44282644820863126,0.41656365025348974,0.10874037908964769,0.06013622497443777,0.09108634468786679,,,fourier,2016-02-29,CHL
2588,-0.010634512146030518,0.0016286155782260225,-0.017264243611924794,0.012584485490430735,0.0032762845306949506,0.5268178401835059,0.5220740270221009,-0.02437137570103482,0.03515643538043974,0.02487888431820168,,,fourier,2016-02-29,CHN
36,-0.003152947455874104,0.00035076049629634287,-0.017972994895777306,0.04282626527114442,0.05731511822729618,0.34605042830754695,0.2676962676962677,-0.039639639639639644,0.15933075933075935,0.10604890604890606,,,fourier,2016-02-29,COL
183,0.043705683055083704,0.034367251486301154,0.030496817216456588,0.025034016962554147,0.04250353922845307,0.5276366896441886,0.5954841665818146,0.19699936556672126,0.187318383683316,0.20454011419799023,,,fourier,2016-02-29,EGY
