variant,characteristic,mean_abs_grad
per_feature,ocf_sale,1.8840576949514794e-05
per_feature,ebitda_at,3.445041200393462e-05
per_feature,ebit_at,2.7615283688646744e-05
per_feature,fi_at,7.566014119220199e-05
per_feature,ni_at,3.5348426148023764e-05
per_feature,nix_be,1.838926750982258e-05
per_feature,ocf_be,6.538979107669245e-05
per_feature,ebitda_bev,3.692136311049883e-05
per_feature,fi_bev,8.057760420342676e-05
per_feature,ebitda_ppen,5.805469008919316e-05
per_feature,dltnetis_at,7.526431549194968e-05
per_feature,dstnetis_at,2.005125110675483e-05
per_feature,be_bev,2.0920120759910785e-05
per_feature,debt_bev,2.0585310599017253e-05
per_feature,cash_bev,1.6277314688674472e-05
per_feature,debtlt_bev,5.949812461039982e-05
per_feature,debtst_bev,3.193846220407674e-05
per_feature,ebitda_debt,5.113906875825099e-05
per_feature,ocf_debt,4.590585214221695e-05
per_feature,cash_lt,2.6306967065465876e-05
per_feature,debtst_debt,8.700343855404446e-05
per_feature,debtlt_debt,9.737958192999943e-05
per_feature,lt_ppen,3.421018816273619e-05
per_feature,debtlt_be,3.201940676566058e-05
per_feature,debt_at,2.8441426008309152e-05
per_feature,debt_be,1.8807264083685985e-05
per_feature,ebit_int,4.4127962258547386e-05
per_feature,sale_be,7.422956648952094e-05
per_feature,cash_me,8.696381296128191e-05
per_feature,ebitda_me,8.417729513894299e-05
per_feature,ebit_me,6.585356568393765e-05
per_feature,ope_me,0.00011278714601454948
per_feature,nix_me,8.267366012053874e-05
per_feature,at_mev,7.583004101131035e-05
per_feature,ppen_mev,5.8900406196092545e-05
per_feature,be_mev,3.9663896041020044e-05
per_feature,cash_mev,1.7905426019145426e-05
per_feature,sale_mev,8.810427202358069e-05
per_feature,ebit_mev,5.684034986794965e-05
per_feature,ocf_mev,7.062887624973278e-05
per_feature,debt_mev,7.196707493373349e-05
per_feature,debtlt_mev,2.5974918592813386e-05
per_feature,debtst_mev,8.25595134422959e-05
per_feature,dltnetis_mev,7.282416297433278e-05
per_feature,dstnetis_mev,2.1729955017993535e-05
per_feature,dbnetis_mev,3.7209692797356784e-05
periodic,market_equity,0.00015818770235152138
periodic,chcsho_1m,0.0001263288725264526
periodic,chcsho_3m,0.00013424090126742765
periodic,chcsho_6m,0.00010341608540329618
periodic,chcsho_12m,0.00013997106543683904
periodic,eqnpo_1m,3.4088867584311335e-05
periodic,eqnpo_3m,3.8253520542639315e-05
periodic,eqnpo_6m,3.945515459842379e-05
periodic,eqnpo_12m,8.916315826354547e-05
periodic,ret_1_0,3.057458491336245e-05
periodic,ret_3_1,5.030801938119112e-05
periodic,ret_6_1,3.610015806771117e-05
periodic,ret_9_1,5.420104667185417e-05
periodic,ret_12_1,3.067054360144539e-05
periodic,ret_12_7,2.533419399090538e-05
periodic,ret_2_0,2.828499816738865e-05
periodic,ret_3_0,3.0157496739775523e-05
periodic,ret_6_0,4.197338392259555e-05
periodic,ret_9_0,5.1376176622094734e-05
periodic,ret_12_0,3.6671244257983457e-05
periodic,ret_18_1,5.4303891859793406e-05
periodic,ret_24_1,3.316974275549001e-05
periodic,ret_24_12,6.270595485451242e-05
periodic,ret_36_1,5.1319244133386136e-05
periodic,ret_36_12,5.513522799446946e-05
periodic,seas_1_1an,2.530664767922038e-05
periodic,seas_1_1na,5.086589372998182e-05
periodic,ivol_capm_21d,2.362527472238678e-05
periodic,ivol_capm_252d,4.728279640403345e-05
periodic,iskew_capm_21d,6.093039355619112e-05
periodic,rvol_21d,4.436019201117841e-05
periodic,rvol_252d,7.198708296831076e-05
periodic,rvolhl_21d,5.3233716980685146e-05
periodic,rmax1_21d,4.753037524703055e-05
periodic,rmax5_21d,5.2803603897094335e-05
periodic,rmax5_rvol_21d,4.009098591268411e-05
periodic,rskew_21d,3.650532931108804e-05
periodic,coskew_21d,2.927990094273506e-05
periodic,beta_21d,4.650688810367379e-05
periodic,beta_252d,2.646143564561499e-05
periodic,beta_dimson_21d,3.7672879104017434e-05
periodic,betadown_252d,2.3675916330224328e-05
periodic,ami_126d,7.884532238676912e-05
periodic,dolvol_126d,8.372820722191443e-05
periodic,dolvol_var_126d,2.7983729205516285e-05
periodic,turnover_126d,2.4305214243819742e-05
periodic,turnover_var_126d,1.4819254392932634e-05
periodic,zero_trades_21d,2.113806546428047e-05
periodic,zero_trades_126d,2.0344413381584064e-05
periodic,zero_trades_252d,2.2608993437340055e-05
periodic,bidaskhl_21d,6.658481381236927e-05
