n_firms,b1_base,r2_base,b1_full,b2_full,r2_full,corr_base_path2,rank_corr_base_path2,rank_corr_base,rank_corr_path2,rank_corr_combined,entropy_ratio,missingness_excess,variant,eom,split,vol_regime,period
14662,0.044883729487586,0.016110721893529245,0.03488539736754611,0.024261444787252198,0.02001855467555358,0.41210786116448256,0.44769807995177496,0.11917636628214927,0.1675631650514257,0.17708547209579079,0.9975790351440049,-0.0010350196445306685,fourier,2017-05-31,val,low,early
14630,0.055464160384317854,0.022364884406007035,0.050925844932393174,0.010977403412640132,0.023091221177697685,0.41342340090158086,0.4421008689181276,0.1530253338986306,0.15860659601378765,0.17628099628934935,0.9975675853620483,-0.0010070746205292453,fourier,2017-06-30,val,high,early
14706,0.051704969313675644,0.020016925205671665,0.05112383111908063,0.0013589341441814081,0.0200282235914071,0.4276426470576127,0.4623515258443489,0.15333476134049293,0.16675175755838098,0.18404116616999056,0.9975464899910377,-0.0008927285247018807,fourier,2017-07-31,val,high,early
14714,0.0648313214553728,0.03368440265966843,0.0633633321952711,0.003258679499639984,0.03375223467763244,0.4504859285066566,0.48049750513945433,0.2171268238248988,0.20979386545203632,0.23191676982810583,0.9975353160583881,-0.0009049076464647796,fourier,2017-08-31,val,low,early
14757,0.04414517480009764,0.016224602588332138,0.04428413845882932,-0.0003022006967452668,0.016225202140127237,0.4598389753175499,0.4955043240914073,0.1679249161325554,0.206133230800952,0.21695789233503537,0.9975170149354922,-0.0008372982807025675,fourier,2017-09-30,val,low,early
14809,0.03821919568735217,0.012344908287096668,0.03763290913237662,0.0013997558817003051,0.012358562116968286,0.4188491455117627,0.4667421778697911,0.13886739186719646,0.19314939297843203,0.20018606554718046,0.9975741580264107,-0.000929842443392709,fourier,2017-10-31,val,low,early
14948,0.023331646244347023,0.0050259177833656965,0.017913593170107767,0.01328608222491908,0.00638463228139885,0.40779915271594586,0.45674798109315057,0.06823711550658892,0.16241434910277255,0.1578719116605897,0.9975946774651041,-0.000979435530094516,fourier,2017-11-30,val,low,early
14948,0.03075369858611195,0.009459185447941887,0.026385797405842903,0.010979146375159477,0.010473954318127254,0.39783613689213443,0.45097724172432874,0.11119927908555192,0.18957779668930955,0.18861020422178565,0.9976113371864261,-0.0008772438273408811,fourier,2017-12-31,val,low,early
15107,0.024759489456806383,0.007484340634306363,0.01590786022224345,0.021776081573264376,0.012317118814538563,0.4064840226088208,0.4649943711534517,0.09408530735177371,0.20535193316241626,0.19811074652837907,0.9976169666398041,-0.0008135448439791138,fourier,2018-01-31,val,low,early
15031,0.025032593969216737,0.007344853677887175,0.017661433955749692,0.017475411572380774,0.010287527053223777,0.4218017975103385,0.4808267844432433,0.08740243344490503,0.19547367137621857,0.18584813045199,0.9976699300027861,-0.0007385415507163352,fourier,2018-02-28,val,low,early
15022,0.038762039119070515,0.01973258591877247,0.03250084208912859,0.015466420078530243,0.022359326520337897,0.4048252276963601,0.4571832774078196,0.14882688271893257,0.2212055365014909,0.22291790760737298,0.9976498254972885,-0.0006409813979716504,fourier,2018-03-31,val,low,early
15096,0.04442744711299691,0.029353053005104268,0.03596156078170968,0.020006051638973687,0.03423934730083489,0.423166274088303,0.4787045857700304,0.1724971843327294,0.23566511353118266,0.24150202814445956,0.9974831087780012,-0.0007493327861417846,fourier,2018-04-30,val,low,early
15153,0.04256078391404773,0.026221833784660253,0.0358208887998777,0.016330656028489036,0.02942481843619338,0.4127142903756303,0.4585924166473518,0.16553548405923044,0.22546988680955882,0.23110916409061855,0.9975126865648646,-0.0006879199668277145,fourier,2018-05-31,val,low,early
15154,0.03504170454139617,0.016403829863219532,0.027669562401109057,0.018510917904724762,0.020255312020984517,0.3982591343242589,0.4455289562740902,0.12208192958792777,0.1901392412791554,0.1921570000396204,0.9975168059354182,-0.0006406384571600004,fourier,2018-06-30,val,low,early
15108,0.038464355272923134,0.01959757091611014,0.03098864881455951,0.019436085528890996,0.023861135947893075,0.3846302511504877,0.4511743547059454,0.14757380085413882,0.20702074531888753,0.2117348217461752,0.9975976736664584,-0.0005767866615814454,fourier,2018-07-31,val,low,early
