variant,seed,epoch,train_loss,train_main,train_aux,val_loss,val_corr_6m,val_base_corr_6m,val_path2_corr_6m,best_epoch,stopped_epoch,gap_loss
fourier,1,13,0.30066987922016,0.1676935349323615,0.5007141271285253,1.0942593549067776,0.1210970473708585,0.07477529529520931,0.1208605525738676,12,27,0.7935894756866176
fourier,1,14,0.39287786277764963,0.26892193539769166,0.49222877534935383,1.2132751950062812,0.11552132768799007,0.08189692226345263,0.11206574224246045,12,27,0.8203973322286315
fourier,1,15,0.29775737436665667,0.166633129945992,0.5388051150129041,1.2419063861171404,0.12702965096880992,0.08028995672163243,0.12448968439130112,12,27,0.9441490117504838
fourier,1,16,0.4130777508493454,0.2896033370782001,0.49082120577166655,1.369533599819988,0.13272098584566266,0.08475624450171987,0.13255348674332101,12,27,0.9564558489706426
fourier,1,17,0.3535195374307001,0.22178198464801982,0.5237519160823828,1.0340815163527926,0.12899531900960332,0.07248940786036352,0.13692686289626485,12,27,0.6805619789220925
fourier,1,18,0.31833820087125614,0.20091518502360328,0.4938495344073088,1.9015287335962057,0.13234273268220326,0.08129011611648214,0.13343051551880006,12,27,1.5831905327249496
fourier,1,19,0.2648857222178892,0.15481360129829336,0.45208018735386796,1.2075228418534,0.13381995474143574,0.08003317953262012,0.1334469097123171,12,27,0.9426371196355109
fourier,1,20,0.25703121996891226,0.14569165914637927,0.4793609519586584,1.2631101417122408,0.1221327900326287,0.08182552393797475,0.12099638106301427,12,27,1.0060789217433286
fourier,1,21,0.2436776840200071,0.13750362991277865,0.4342839221786735,1.3763045447568099,0.12713703485399794,0.08424463859737444,0.12559558335439458,12,27,1.1326268607368029
fourier,1,22,0.2433145893035486,0.12738274508566996,0.48351664532016175,1.2028016872704028,0.1245258989976719,0.08461432391001532,0.12439069561951328,12,27,0.9594870979668542
fourier,1,23,0.22680142855328056,0.11772172041271006,0.4830368324299285,1.483392733799216,0.12578122652727566,0.0910115850972943,0.12637889493877688,12,27,1.2565913052459354
fourier,1,24,0.22141624917045222,0.10943187418710537,0.47191086286733885,1.3363883136305958,0.12555329721265782,0.08997297574921201,0.12680913292764065,12,27,1.1149720644601437
fourier,1,25,0.17167278011662088,0.07563723992926419,0.4253441060222002,1.3926527743887467,0.12966372258767175,0.08784367914001147,0.1290811504314964,12,27,1.2209799942721258
fourier,1,26,0.18814020244301194,0.08597541006549132,0.45060373305432944,1.275622474324579,0.13032701786141843,0.09082270702953489,0.12965077625509971,12,27,1.087482271881567
fourier,1,27,0.16488371042226116,0.06517803302757887,0.44980815945873187,1.1938494898068408,0.12836157635319978,0.09101599082350731,0.12652225707036754,12,27,1.0289657793845797
fourier,2,1,1.1167124686023546,0.8099361184156604,0.9955866258768808,0.7652124658226966,0.13030255770039123,0.08186951639169517,0.13030689586885275,20,35,-0.351500002779658
fourier,2,2,0.7098052038678101,0.4543859365156335,0.9938353434914634,0.7904859445989132,0.12962658061878757,0.10100355089331667,0.12962956390498828,20,35,0.0806807407311031
fourier,2,3,0.5046088184629168,0.274269705718131,0.9964120153869901,0.8150156469394764,0.13515573660066973,0.10808289459188623,0.1351688677095808,20,35,0.31040682847655954
fourier,2,4,0.48107002776057,0.25481411052761893,0.9912102026125741,1.1796333212405443,0.11473425106766323,0.11043477791051069,0.11466714716516435,20,35,0.6985632934799744
fourier,2,5,0.5395658797333165,0.30777960820894523,0.9791568768402886,1.0209448834260304,0.12357574217021465,0.10426674066256965,0.12362315824721008,20,35,0.4813790036927139
fourier,2,6,0.4804116338787098,0.28076880393707365,0.8412189754834842,0.892003592227896,0.13950981541226307,0.09357650795330603,0.14187423256225884,20,35,0.41159195834918627
fourier,2,7,0.4074253041060671,0.23678480026399232,0.7458306982917415,1.0150048533454537,0.13237014158706492,0.09398426121721665,0.1356612222113957,20,35,0.6075795492393865
fourier,2,8,0.3188533006117694,0.15881988759194124,0.7077477813496472,0.847530465417852,0.12770106981818874,0.10050585595308803,0.1282228343654424,20,35,0.5286771648060826
fourier,2,9,0.3815543580980635,0.22470845582675453,0.6617072825277189,0.935583820194006,0.13825332690030337,0.10148806267728408,0.13764368017048886,20,35,0.5540294620959425
fourier,2,10,0.35796231251313454,0.21888914932064438,0.5795879915901408,0.77213136938711,0.128390741860494,0.10108938176029672,0.12640048755565658,20,35,0.4141690568739755
fourier,2,11,0.5292565576355195,0.3059987257179345,1.023815724373038,0.8253781100114187,0.14789130560529884,0.09794853429193609,0.14652865955528493,20,35,0.2961215523758992
fourier,2,12,0.3423559995509485,0.2032596450960718,0.5999059644051042,0.6554627990971009,0.1289638397167437,0.0911917955459406,0.127544978451139,20,35,0.31310679954615245
fourier,2,13,0.27713878362971756,0.1460099003383715,0.5705598519937142,0.6868776763478915,0.12165835557195047,0.08969933798653074,0.12149349368022135,20,35,0.409738892718174
fourier,2,14,0.37227583292221267,0.2524556686260896,0.5183695796663487,0.6928195333108306,0.13242754668851073,0.09566922930340903,0.13312615125905722,20,35,0.3205437003886179
fourier,2,15,0.28808870070636095,0.16995569173844066,0.4947614069946761,0.6722423175660273,0.13072047265401732,0.09432627326981068,0.1313362082815729,20,35,0.3841536168596663
fourier,2,16,0.24899746521213462,0.13278998645520407,0.5163517627639496,0.7224483288824558,0.124601035254697,0.09400159960302214,0.12220840593023846,20,35,0.4734508636703212
fourier,2,17,0.2716118713308658,0.16681215341375155,0.44394961613071493,0.842196913001438,0.13949329915922135,0.09856280582995774,0.13758631500337895,20,35,0.5705850416705722
fourier,2,18,0.24180316354244177,0.12635339166593887,0.49614203174098204,0.6537291994318366,0.13528639985015617,0.09988272878302572,0.13408290241689733,20,35,0.4119260358893948
fourier,2,19,0.2144490251158704,0.09483686181979853,0.5347166086406805,0.6282646813740332,0.13099765040290853,0.10230338957432347,0.12789267279198005,20,35,0.41381565625816286
fourier,2,20,0.19568241949656068,0.09119378421110645,0.4685329558882268,0.582165023436149,0.13045220044829572,0.10427696721744724,0.13005133490272178,20,35,0.3864826039395883
fourier,2,21,0.24033964718211562,0.12277931924774156,0.5212979674988818,0.6181211167946458,0.1308373394422233,0.0981396313989535,0.13225600061111134,20,35,0.3777814696125301
fourier,2,22,0.18304773491007156,0.0830046123705545,0.4537896811237257,0.6999968957776824,0.13355144259985535,0.09956348205450923,0.13365499808181389,20,35,0.5169491608676109
fourier,2,23,0.17487714850964645,0.07243915932130156,0.4581987475099913,0.7600254906962315,0.11798582034340749,0.09590150670555886,0.11689125098782824,20,35,0.5851483421865851
fourier,2,24,0.19436571922426718,0.09465077621367646,0.4490636154574127,0.8021312037482857,0.12538285911626493,0.09561201732140034,0.12474985788576305,20,35,0.6077654845240186
fourier,2,25,0.2055989990300972,0.08167891769476733,0.5718471110213786,0.7057757277662555,0.11758473520167172,0.0888003301845553,0.11695797987825547,20,35,0.5001767287361583
fourier,2,26,0.17741758775498187,0.08186278311288547,0.41168935038949134,0.6575387908766667,0.12048132395527016,0.08811654386809095,0.12021716985230645,20,35,0.4801212031216848
fourier,2,27,0.17409481176929104,0.0796785169567902,0.41691972788294696,0.7205355611629785,0.11564588548111109,0.08127393918002782,0.11489379485089254,20,35,0.5464407493936874
fourier,2,28,0.20077773664074594,0.1145900032167906,0.36691999687612886,0.6809015403191249,0.1193962886944064,0.08643785273501028,0.11855497072877673,20,35,0.4801238036783789
fourier,2,29,0.20229486214913547,0.11571947564355123,0.37456391763845726,0.583767099181811,0.11738933965486163,0.08289739437556515,0.12303406878684958,20,35,0.3814722370326755
fourier,2,30,0.21629656962209587,0.12932890966356314,0.37984606458603737,0.6913699219895837,0.1325991186623772,0.08128640985426804,0.13551988841500134,20,35,0.4750733523674878
fourier,2,31,0.14744132921369452,0.07113465557435597,0.3362959569077926,0.6712882841937244,0.12161505374436578,0.08227033706692358,0.12221285365327882,20,35,0.52384695498003
fourier,2,32,0.19822851763502325,0.10939291079852057,0.382844838861368,0.7003218603630861,0.11772017426555977,0.08150079959790067,0.11711412758255998,20,35,0.5020933427280628
fourier,2,33,0.14924094817667669,0.07424574608744448,0.32516969186990535,0.6294209919326629,0.11910283101412157,0.08336801916981737,0.11992912179557606,20,35,0.4801800437559862
fourier,2,34,0.13716666028642702,0.062310725082953794,0.3404467008626672,0.6369084424339235,0.12196606788784266,0.08198325893996904,0.12471918017884794,20,35,0.49974178214749654
fourier,2,35,0.11315433788741569,0.041010279276941994,0.32799120972589346,0.6651525675008695,0.11563170594163238,0.08210385733982548,0.1165129890354971,20,35,0.5519982296134538
fourier,3,1,1.0821114856572378,0.7800452044355639,0.9972986574210818,0.8027762147287528,0.12601328865081693,0.10014960252059003,0.1260118748061359,18,33,-0.279335270928485
fourier,3,2,0.742256323437369,0.48180860345601084,0.9973746131336878,1.0699203506112098,0.12312000712651448,0.10967793732415884,0.12305671544357513,18,33,0.3276640271738408
fourier,3,3,0.6629157472579252,0.4176303389313445,0.9988051872877848,1.1103231720626354,0.13769725556485354,0.11731801870046184,0.1376570333726704,18,33,0.4474074248047102
fourier,3,4,0.4720630512705871,0.24202533444798655,0.997942903448665,1.186873238782088,0.13449101314569514,0.12021322537524005,0.1343650430906564,18,33,0.7148101875115008
fourier,3,5,0.37604384609158076,0.16188520920315563,0.9810822674679378,1.2223404434820015,0.1312693878232191,0.11011141180836906,0.13062063822095904,18,33,0.8462965973904208
fourier,3,6,0.5371000386538014,0.3362459378852873,0.8044685712232004,1.816611409932375,0.1326400867352883,0.09542342577915405,0.12840198726044036,18,33,1.2795113712785735
fourier,3,7,0.3433239889397685,0.188204251844798,0.6988357729906778,1.1230462739864986,0.12374084119995435,0.09545139796973671,0.11886580575373955,18,33,0.77972228504673
fourier,3,8,0.32562060969778234,0.1761973288038108,0.6528326628936661,1.166921538549165,0.12646656615349153,0.09745996671845206,0.12287558881022657,18,33,0.8413009288513826
fourier,3,9,0.3110204181885199,0.1737024242041167,0.604652409241074,2.2777626369148494,0.13079758402891456,0.09731512887131734,0.12468585091022154,18,33,1.9667422187263295
fourier,3,10,0.3101968781519977,0.173392435712974,0.5935208934079417,1.2472383838767807,0.12845813025099537,0.10416468094238857,0.12095465489934819,18,33,0.937041505724783
fourier,3,11,0.2732624820995307,0.14215345970301818,0.5773510424486893,1.2881399728357792,0.11653727299999446,0.10472583362522224,0.11041598192726572,18,33,1.0148774907362486
fourier,3,12,0.25666917714711635,0.12690113501259448,0.5774938028582024,1.0592048137138288,0.12190216737799346,0.11243425488937646,0.11822658842429519,18,33,0.8025356365667125
fourier,3,13,0.268453436508213,0.14162798818299502,0.5675169769508231,1.3486860076586404,0.10332948220893741,0.09897140278092896,0.0979828182743707,18,33,1.0802325711504275
fourier,3,14,0.2559970303213165,0.1336723223057164,0.51865953701989,1.7303346748153368,0.10196284945510949,0.10766687646391801,0.09327763287292327,18,33,1.4743376444940202
fourier,3,15,0.28875826984008274,0.16327076979590827,0.5162110090432143,1.4101030106035373,0.10751063106581568,0.10767994693790874,0.09697274384864916,18,33,1.1213447407634545
fourier,3,16,0.29598396680768696,0.18708671695529103,0.4575709932043018,1.886194892693311,0.13210945846512914,0.10655565612250939,0.12335959505289792,18,33,1.590210925885624
fourier,3,17,0.22220089998177533,0.10297153753327938,0.5479420754714983,1.7753616742168863,0.12473293282091617,0.1068721073505003,0.11673017878395815,18,33,1.553160774235111
fourier,3,18,0.20420113015672312,0.09219249450465185,0.5036635733888235,0.9341282020012538,0.1062523902238657,0.10093716733778517,0.09763055179889003,18,33,0.7299270718445307
fourier,3,19,0.2257560125953104,0.09341853736810445,0.6069302409708303,1.9785914016111443,0.1106552220803375,0.0953685625931636,0.10589902560847501,18,33,1.752835389015834
fourier,3,20,0.2503711223548707,0.14810697490777908,0.4547537195543959,1.9587102593233188,0.11525236276599268,0.09794364375411532,0.10452582351863385,18,33,1.7083391369684482
fourier,3,21,0.20712312665377144,0.10876067103818005,0.4427642738488152,1.8629686381667852,0.11596703626370679,0.10571748050958073,0.10781351314411343,18,33,1.6558455115130137
fourier,3,22,0.19478260887978924,0.10227084650606476,0.4049892692483716,1.6079189439614614,0.11171137354540406,0.1093758993180624,0.10277568714033501,18,33,1.4131363350816721
fourier,3,23,0.19989845111997548,0.09992707426650553,0.45092916256285187,1.4527374496062597,0.1087306933007009,0.107919263325554,0.09592758902193357,18,33,1.2528389984862842
fourier,3,24,0.22722251989716102,0.13093886351591058,0.42165746350148103,1.3699174827585618,0.11969047876912858,0.10593557671527379,0.11410239371277081,18,33,1.142694962861401
fourier,3,25,0.22593809009338164,0.11643864414152302,0.448134943408135,2.07609230602781,0.12592965317307972,0.10497905373631511,0.11153691138606518,18,33,1.8501542159344282
fourier,3,26,0.20087767344491098,0.10826883893197364,0.4160790923430204,1.3955623142421245,0.12632907348840186,0.10463118146678123,0.11888962807909896,18,33,1.1946846407972136
fourier,3,27,0.2014413629205794,0.10057771371859596,0.43840393543553635,1.0564648644067347,0.12326316113273303,0.10650704829798391,0.11722470206441357,18,33,0.8550235014861554
fourier,3,28,0.16701447911835868,0.07736420992286985,0.4015439061477659,2.0575879302496713,0.12836740306423355,0.11002686819410883,0.11991996700526215,18,33,1.8905734511313126
fourier,3,29,0.166980932960065,0.07958355708885718,0.3907723379034862,2.32695479542017,0.1228603660982723,0.1108555541994671,0.11581412035350998,18,33,2.159973862460105
fourier,3,30,0.1443980272659766,0.06439321130675227,0.36021675578883733,2.4162280831485985,0.12470277224298722,0.1152569470058855,0.11462898537671815,18,33,2.271830055882622
fourier,3,31,0.13407577590606662,0.054523358627566014,0.36392386855210396,2.1263181368509927,0.12242159870220348,0.10502045279523979,0.11438286507036537,18,33,1.992242360944926
fourier,3,32,0.13279548579353898,0.057938025532606956,0.34230517427045376,2.267327316602071,0.12212045424967073,0.10186937017521511,0.11638912806550555,18,33,2.134531830808532
fourier,3,33,0.13116426430716518,0.05473355716312906,0.348934536897293,2.1280162510772547,0.12401742550234,0.10391066199614822,0.11641810454893857,18,33,1.9968519867700896
fourier,4,1,1.0862604560005287,0.7845845667050324,0.9998764116612692,0.8036445299784343,0.12825180855579674,0.08312164222588762,0.1282587195125719,16,31,-0.2826159260220944
fourier,4,2,0.8299301272583386,0.5565449439127983,1.003576024657204,0.7905110652248065,0.12352459477260709,0.10555512097974619,0.12347050346434116,16,31,-0.03941906203353207
fourier,4,3,0.5778286519741255,0.3334840051011543,1.0007612584602266,0.924655120074749,0.12189418574950348,0.1124470211158041,0.12184738752742609,16,31,0.34682646810062356
fourier,4,4,0.5352179846238523,0.29873466281987066,0.9986922714918379,0.9329709060490131,0.1218296369848152,0.11335849304062624,0.12177547032867247,16,31,0.39775292142516083
fourier,4,5,0.46947574035988915,0.24040564548631002,0.9925641599628661,1.0388590782880782,0.129438383015804,0.10853374667543297,0.1293631608520324,16,31,0.5693833379281891
fourier,4,6,0.3912103396529953,0.18262818706677847,0.8970299089948336,1.1136321475108464,0.12850332339294254,0.08541284687040994,0.1276153090992011,16,31,0.722421807857851
fourier,4,7,0.3200745752805637,0.15661617584308013,0.7317345126047878,1.4300878696143626,0.13679703346764047,0.08873285018683721,0.13549594706079612,16,31,1.110013294333799
fourier,4,8,0.37550807884702136,0.21911791799314304,0.6413016041966214,1.0474640702207882,0.1279589999408927,0.08929221641543943,0.12498666134488304,16,31,0.6719559913737669
fourier,4,9,0.3306350929640411,0.1914404958109889,0.577524646527193,0.9951153501868248,0.12913839496904983,0.09782647311997911,0.12301437716232613,16,31,0.6644802572227837
fourier,4,10,0.2955776484210103,0.16582545147946168,0.5423867392061751,1.1526735061158737,0.129421351927643,0.0948184496567895,0.12260908519771571,16,31,0.8570958576948634
fourier,4,11,0.2869703027351375,0.16538852810660162,0.4919515542158565,1.1618671408543984,0.13170801878441124,0.09806392535877724,0.1250861068382316,16,31,0.8748968381192608
fourier,4,12,0.268095230970103,0.15116350557066235,0.48885199048250105,1.186785866211479,0.11991141613883277,0.09687038780345271,0.1095909203994476,16,31,0.918690635241376
fourier,4,13,0.2603371567240665,0.1408807250267948,0.5000188210113496,1.3095320495466392,0.12101568082192292,0.09721446056306983,0.11640232222077126,16,31,1.0491948928225727
fourier,4,14,0.22822395181246397,0.1213884287815272,0.4585387580963658,1.2307411484109858,0.12370392866044616,0.09892718084156513,0.11609752769970025,16,31,1.0025171965985218
fourier,4,15,0.2358951189057229,0.10761985889832042,0.5774658942931897,1.245169958472252,0.1171412056311965,0.09680883300025016,0.11013133563877393,16,31,1.0092748395665292
fourier,4,16,0.23098557495275543,0.11655213635657086,0.5049935168043169,0.9576378660276532,0.12956775443162769,0.10510384538210929,0.12249819880040984,16,31,0.7266522910748978
fourier,4,17,0.20866413504838766,0.11041553526356149,0.41621790059270863,2.734190828477343,0.12838536005777618,0.09936217951277891,0.12242614497275402,16,31,2.5255266934289553
fourier,4,18,0.23511964926220816,0.119230879465397,0.49433583995180164,1.6054443904043485,0.12191784045038125,0.09415882603110125,0.1166919803324466,16,31,1.3703247411421404
fourier,4,19,0.2858292875725532,0.10638135803921094,0.8448867445237868,1.1404075854768356,0.12412349906517192,0.09234245403980215,0.11867477057191232,16,31,0.8545782979042824
fourier,4,20,0.2047558821260094,0.1036123958013211,0.43445867202661875,1.5703048057233293,0.10745818342159813,0.09316310620245834,0.10098527807276696,16,31,1.36554892359732
fourier,4,21,0.20928168097914693,0.10745377685380873,0.4451540755897671,1.2622763782429198,0.12325067913237338,0.09684943666992088,0.11510495072387433,16,31,1.052994697263773
fourier,4,22,0.25145755369319683,0.13834344021379294,0.46574051301279956,1.2826477486640215,0.12485923659987748,0.09513549851253629,0.11930438955314457,16,31,1.0311901949708246
fourier,4,23,0.23745282795021516,0.1181457660005834,0.5070366235944791,2.112537180321912,0.12705251920657853,0.09285539331225058,0.12117322625902792,16,31,1.875084352371697
fourier,4,24,0.1974002008588748,0.10916941624279682,0.3766249242807611,1.2112862286468347,0.12381112168853482,0.10132745141939571,0.11665526633150876,16,31,1.0138860277879598
fourier,4,25,0.167735875102817,0.0835967198720755,0.36412576817383524,1.2498777699967225,0.11946587888717962,0.09515764761405686,0.11276848430667694,16,31,1.0821418948939054
fourier,4,26,0.19320447515005187,0.10284784718353922,0.3967579030241679,1.057881274136404,0.11631350273576875,0.08939488221270343,0.11160174253576163,16,31,0.8646767989863522
fourier,4,27,0.1748678364295749,0.0854577925380804,0.3898638199847734,3.0619699778035283,0.12191875890518228,0.10359832569180677,0.11741953402136764,16,31,2.8871021413739535
fourier,4,28,0.15354373321835219,0.07168068121339162,0.36571132894533503,2.773580048419535,0.11877548144354175,0.10009196961376195,0.1134170601493679,16,31,2.6200363152011827
fourier,4,29,0.179223424511119,0.09683308022136115,0.3761084780951009,1.7570006772875786,0.11794277682589988,0.09905863946769386,0.11272494168176005,16,31,1.5777772527764595
fourier,4,30,0.14821986151796337,0.05925489267127569,0.4143668139147358,2.2339830112953982,0.11886368463747203,0.09937359503625581,0.11106900657954005,16,31,2.085763149777435
fourier,4,31,0.14370311210892858,0.062011005008897994,0.37910217738496543,3.96599058729286,0.11304980271185437,0.09379056077062463,0.1079414079276224,16,31,3.822287475183931
linear,0,1,1.214191627230436,0.7379321513497936,0.7452259498619703,0.9701877444982528,0.1351772002953415,0.13117054102476686,0.13008136587838331,10,25,-0.2440038827321832
linear,0,2,1.0941138730813114,0.7878787296534002,0.5515881469035531,0.8532505702227354,0.1300251600254948,0.13636159506083156,0.12315959688567091,10,25,-0.24086330285857593
linear,0,3,0.8537481464371677,0.6116814293743682,0.4770286045037512,1.2734897565096617,0.13444551046898898,0.1228576598194195,0.13040482958313077,10,25,0.419741610072494
linear,0,4,1.4313551945508354,1.0696057455601446,0.48475360291695324,1.3503928485016028,0.1363287119815747,0.11812456880385677,0.1350084265694022,10,25,-0.08096234604923258
linear,0,5,0.6582363390895937,0.4384627173352754,0.4343065291401535,1.0340244281416138,0.14433563000735983,0.12404156227518494,0.14319129526847973,10,25,0.3757880890520201
linear,0,6,0.9062180485768568,0.6238674222397479,0.6642330513288095,1.2821224042835335,0.14635858754821432,0.11671434233358013,0.14557455265069924,10,25,0.3759043557066767
linear,0,7,1.4041367644510632,1.0915843280230166,0.4808314591558132,2.088456834293902,0.12569253286346793,0.12393848303278597,0.11961506990871082,10,25,0.6843200698428387
linear,0,8,0.8218511847708936,0.6046601014100601,0.4024454306426638,2.699232714623213,0.14385178912780247,0.10424866630152489,0.1450450110094001,10,25,1.8773815298523193
linear,0,9,0.5578830951043139,0.3525658889844919,0.447590200770286,1.549980701195697,0.13311203299866367,0.11198701513931156,0.13267190533224493,10,25,0.9920976060913831
linear,0,10,0.49779106866677353,0.30807887466000505,0.3776224543932715,0.9654100742035856,0.15073633710077652,0.12069490854628384,0.15202813904810075,10,25,0.46761900553681207
linear,0,11,0.5572483404253107,0.3627152958239412,0.4463644549958709,1.7924799298867584,0.1407960086517657,0.11951592550612986,0.1401568021751397,10,25,1.2352315894614478
linear,0,12,0.7039856425567811,0.4392347258213446,0.7309206129833882,1.7815355185419322,0.13367976043373347,0.09794525553976806,0.13319296711900583,10,25,1.077549875985151
linear,0,13,0.5583406276908511,0.375799911406163,0.4575702291643658,2.348086631235977,0.13162136000270644,0.12098803983147567,0.12933172987153133,10,25,1.789746003545126
linear,0,14,0.4152107494045927,0.26829008252346126,0.3384352736703903,3.456889738080402,0.13734451903728767,0.09956234553440785,0.1350682596443221,10,25,3.0416789886758093
