id,country,rebalances_held,mean_weight_when_held,time_avg_weight
321020800,PER,10,0.03499139659367243,0.03499139659367243
325105888,ZAF,10,0.030559731537460527,0.030559731537460527
332766112,EGY,10,0.02914616567272892,0.02914616567272892
330360000,PER,10,0.028828822502710395,0.028828822502710395
321238912,PER,8,0.03354045127225924,0.026832361017807393
321386400,PER,10,0.025863658144350415,0.025863658144350415
324529504,PER,7,0.036662567605612505,0.025663797323928754
333309792,PER,10,0.02347630509152371,0.02347630509152371
321224000,ZAF,8,0.02844036902544398,0.022752295220355184
330363904,PER,10,0.021234264234071203,0.021234264234071203
333316512,PER,10,0.021098629185072833,0.021098629185072833
320527008,PER,10,0.02039366766269105,0.02039366766269105
336066816,COL,10,0.019112270440914368,0.019112270440914368
328473408,PER,10,0.019062320145909604,0.019062320145909604
320003008,COL,10,0.018677716986036826,0.018677716986036826
324020896,ZAF,10,0.017836997875089033,0.017836997875089033
324770112,MEX,9,0.01822794402059357,0.016405149618534214
328286112,PER,10,0.01616413525775446,0.01616413525775446
324770496,PER,4,0.03405163051735166,0.013620652206940665
328530112,PER,10,0.01359682801247158,0.01359682801247158
325464416,PER,10,0.013083093832408323,0.013083093832408323
325626208,PER,10,0.013008254513161755,0.013008254513161755
324374208,PER,10,0.012707434375516632,0.012707434375516632
320845312,PER,10,0.012620847844861102,0.012620847844861102
324023808,ZAF,10,0.010546851134202059,0.010546851134202059
333956096,PER,7,0.014297756110398,0.010008429277278599
323205888,MYS,10,0.009497003186009594,0.009497003186009594
324527296,PER,10,0.009044191124671058,0.009044191124671058
329796000,POL,9,0.009829759814382706,0.008846783832944436
329792416,CHL,3,0.029486946400916206,0.008846083920274863
333492896,IND,5,0.01766082416473653,0.008830412082368264
310257216,ZAF,10,0.008673252761911294,0.008673252761911294
331227808,IND,10,0.008124218115604173,0.008124218115604173
329007616,PER,10,0.008051416799095252,0.008051416799095252
320017216,MYS,10,0.007205936802441418,0.007205936802441418
328159296,ZAF,9,0.007422322842816387,0.0066800905585347485
331668416,IND,10,0.0065401286654875115,0.0065401286654875115
325322592,PHL,10,0.006539684039964261,0.006539684039964261
332274688,IND,6,0.010516734228194007,0.006310040536916405
333674592,PER,10,0.005987408113674266,0.005987408113674266
330359488,PER,10,0.00594148638945992,0.00594148638945992
328967296,IND,10,0.005922597646070993,0.005922597646070993
320708896,ZAF,10,0.005896063020843471,0.005896063020843471
331647392,IND,9,0.0064538128400715355,0.005808431556064382
328851904,ZAF,10,0.005637772170219837,0.005637772170219837
332527296,POL,9,0.006261273570126349,0.005635146213113714
330361216,PER,10,0.005592858179815003,0.005592858179815003
333902816,MEX,7,0.007644056981563529,0.00535083988709447
320276896,IDN,10,0.0053225996567621055,0.0053225996567621055
331664416,IND,7,0.007343482568110521,0.005140437797677365
331632512,IND,7,0.007219159245553708,0.005053411471887596
332438688,POL,3,0.01682807049615966,0.0050484211488478975
331200288,IND,10,0.005034858143829351,0.005034858143829351
331296800,IND,10,0.00501989979135639,0.00501989979135639
328215200,PER,10,0.0050140020874169635,0.0050140020874169635
324037696,ZAF,4,0.012526344459835729,0.005010537783934291
335980896,IND,2,0.02500541004393639,0.005001082008787279
335353216,IND,10,0.005000537220262476,0.005000537220262476
332424000,POL,1,0.05000001730414339,0.005000001730414339
334345696,IND,1,0.050000001101006546,0.005000000110100654
331340608,CHL,10,0.00490823118147252,0.00490823118147252
336054912,EGY,1,0.048239472849153406,0.004823947284915341
334138688,PER,8,0.005648665980998221,0.004518932784798577
325769792,CHL,10,0.004328109804808634,0.004328109804808634
328784704,EGY,10,0.004310428031296387,0.004310428031296387
329491712,EGY,10,0.004290419630167937,0.004290419630167937
327136608,MYS,10,0.004169630375318331,0.004169630375318331
328629600,CHL,10,0.004116943135730675,0.004116943135730675
331269792,IND,10,0.004065138868580433,0.004065138868580433
333072512,MYS,3,0.01297955985175137,0.003893867955525411
324527200,PER,10,0.0036506734050478816,0.0036506734050478816
332262208,IND,10,0.003556475824815971,0.003556475824815971
336055008,PER,10,0.0035222591332694,0.0035222591332694
332445600,CHL,10,0.003327020806740866,0.003327020806740866
330292992,IND,10,0.003263376640193325,0.003263376640193325
333039904,IND,10,0.003223733209378707,0.003223733209378707
328149216,PER,10,0.0030263038632662867,0.0030263038632662867
321238816,PER,10,0.003002357712519434,0.003002357712519434
332490912,IND,10,0.002744517755557374,0.002744517755557374
328567392,ZAF,10,0.0027134471837198357,0.0027134471837198357
332768800,IND,6,0.004383956104577175,0.002630373662746305
332684512,IND,10,0.0025996204420718747,0.0025996204420718747
335017888,CHL,4,0.006374680368688793,0.002549872147475517
328554592,POL,10,0.0025299181280943137,0.0025299181280943137
306474592,CHL,10,0.0024763219209941864,0.0024763219209941864
331244608,IND,9,0.002747023652695714,0.0024723212874261423
321345696,EGY,7,0.003523820064363002,0.0024666740450541014
328531808,CHL,10,0.002304693513900178,0.002304693513900178
322217216,CHL,10,0.0022856595476539294,0.0022856595476539294
328850592,PER,10,0.002175108570179995,0.002175108570179995
329783296,PER,10,0.001957461906082533,0.001957461906082533
336424896,IND,6,0.003221327427256035,0.001932796456353621
329499808,ZAF,6,0.0031939395955462354,0.0019163637573277412
333426112,PER,10,0.001885235206622888,0.001885235206622888
329228896,IND,4,0.0046822451724677335,0.0018728980689870934
333996000,IND,9,0.0019359235049860235,0.0017423311544874213
329192992,POL,5,0.003471355072401773,0.0017356775362008866
310223616,ZAF,8,0.002135463766937392,0.0017083710135499136
310111200,ZAF,4,0.004147296359986573,0.001658918543994629
328289696,ZAF,8,0.0020621023406858885,0.0016496818725487109
333125504,IND,8,0.002047165893421063,0.0016377327147368503
320994912,ZAF,10,0.00163301034310075,0.00163301034310075
329499904,ZAF,4,0.003946288428206688,0.0015785153712826751
332222688,IND,10,0.0015425557356272223,0.0015425557356272223
335353408,KOR,2,0.007675132366292164,0.0015350264732584328
328213600,EGY,10,0.0014855884813139912,0.0014855884813139912
322150400,CHL,10,0.0014609987763889347,0.0014609987763889347
325320608,IDN,8,0.00178783936371138,0.001430271490969104
333008704,CHL,10,0.0014261640711447574,0.0014261640711447574
324252288,CHL,10,0.0013926787063840234,0.0013926787063840234
332677600,KOR,2,0.006810342123752972,0.0013620684247505944
329803008,PER,10,0.001271651609677619,0.001271651609677619
302940000,MEX,6,0.002077382345977623,0.0012464294075865737
320876096,MYS,10,0.0012410505657972312,0.0012410505657972312
329377504,POL,9,0.001366444573429007,0.0012298001160861063
322943616,ZAF,10,0.0012282113308585364,0.0012282113308585364
322137888,CHL,10,0.0012002855216766708,0.0012002855216766708
329030592,PER,10,0.0011618482700470546,0.0011618482700470546
329579200,PER,10,0.0011394626304804035,0.0011394626304804035
328429216,PER,10,0.0011317446360376237,0.0011317446360376237
332657216,IND,10,0.0011016292803178555,0.0011016292803178555
327301216,PER,10,0.0010979244125849295,0.0010979244125849295
332129504,IND,8,0.0013549208347926175,0.001083936667834094
334391296,IND,10,0.001074007209694816,0.001074007209694816
331825600,COL,10,0.0010598332211480617,0.0010598332211480617
324035104,ZAF,10,0.0010513832362544055,0.0010513832362544055
312783904,MEX,2,0.004967720118375549,0.00099354402367511
333072800,IND,10,0.000957487727889686,0.000957487727889686
331176896,CHL,10,0.0009386361077034133,0.0009386361077034133
320202016,CHL,10,0.0009258594690360744,0.0009258594690360744
332832416,IND,9,0.0010213190908368664,0.0009191871817531797
324748288,MYS,10,0.0009127914237693612,0.0009127914237693612
310639296,MEX,5,0.001804009275222665,0.0009020046376113325
331543392,IND,9,0.001000298198479255,0.0009002683786313295
332773792,IND,10,0.0008815712457704248,0.0008815712457704248
328466304,PER,9,0.0009456038921213698,0.0008510435029092328
327476608,KOR,1,0.008462261984278832,0.0008462261984278832
334085600,PER,10,0.000835443693391024,0.000835443693391024
328173312,ZAF,3,0.0026938830876338297,0.0008081649262901489
331933216,ARE,9,0.0008943122892470507,0.0008048810603223456
327833600,IDN,10,0.0007786824781215995,0.0007786824781215995
324439104,PER,10,0.0007574312792043858,0.0007574312792043858
324530592,PER,10,0.0007549573639177152,0.0007549573639177152
332695712,IND,10,0.000748125911740043,0.000748125911740043
321248192,MYS,10,0.0007456149704426285,0.0007456149704426285
324137088,COL,10,0.0007433964085191335,0.0007433964085191335
336056000,COL,10,0.0007409580010208737,0.0007409580010208737
334344096,IND,10,0.000721020264954295,0.000721020264954295
332705792,IND,10,0.0007117959670953436,0.0007117959670953436
333549504,IND,10,0.0006812041322480402,0.0006812041322480402
328897312,EGY,10,0.0006346435831904299,0.0006346435831904299
332179616,IND,10,0.0006332768365221725,0.0006332768365221725
323219712,GRC,10,0.0006177645940538261,0.0006177645940538261
323964800,TUR,10,0.0006139547102252598,0.0006139547102252598
331508800,POL,3,0.0020381894509813848,0.0006114568352944155
328728992,ZAF,1,0.006008424269712307,0.0006008424269712307
324232896,BRA,10,0.0005953339755197601,0.0005953339755197601
