country,n_rebalances,sharpe,ann_vol_pct,add_contrib,cum_contrib_pct,add_share_pct
IND,10,1.8601798737647717,34.98756356606758,0.047152770877635496,57.86048460574469,38.03634363857519
KOR,10,1.9409965705246095,22.55568571417842,0.01519086049188487,16.203226761315005,12.253888352275823
CHN,10,0.1821203109806129,28.09825199974898,0.014392631599748695,12.433097069092703,11.609987519335988
SAU,10,1.7150718679192438,13.332286595123024,0.012437815359723249,13.10507410659294,10.03311174147706
TWN,10,1.1371906767830549,19.502815059483243,0.008474154520491047,8.749615794044875,6.835777567011689
IDN,10,1.237276940459595,36.91361211816849,0.005065431040498928,5.166308274021869,4.086090215862713
BRA,10,2.1294922368851257,19.856321419358185,0.004590775056850878,4.682669271615469,3.7032033193323928
THA,10,2.061063547036151,17.451637346623762,0.003788495201606637,3.850288366521659,3.0560347288042395
ARE,10,0.46754324139324094,30.371198999452364,0.0030295285235535756,3.047228559392501,2.4438052279850986
MYS,10,2.0209785898858157,18.003060835157754,0.002836449109379311,2.871162769336877,2.2880554213379902
TUR,10,1.8104304992872777,16.86686965345744,0.0016970824039124629,1.7089085236366541,1.3689717125152039
PHL,10,1.6021617053628305,19.49697664024953,0.0014696414570507495,1.4786137116383546,1.1855037667021144
POL,10,1.2637729064750174,30.365261512521684,0.0013327936275722985,1.3397539717317386,1.0751138368771354
CHL,10,1.576267411372571,14.213734235355622,0.0006526453421191894,0.6544292867461055,0.5264641302073526
PER,10,2.107753034887697,15.297014285613821,0.0005274294164738175,0.5286189750443926,0.425457214002379
MEX,10,0.30765166364147883,11.344838094339021,0.00038844790848067436,0.3882364092265167,0.3133461270176291
EGY,10,1.444242578670196,23.136323128948924,0.0002547460496390789,0.25501601654425166,0.20549393183672493
CZE,4,1.1066464630135056,20.060837918240594,0.00015047332134265575,0.0601973155563984,0.12138109494943025
QAT,10,0.2742880087163538,14.481398258643003,0.00014958062755210036,0.14946286506647422,0.12066099288226433
HUN,10,1.744598023150067,14.600520528177741,0.00014542393485650408,0.14551374593396726,0.11730794726422526
ZAF,10,0.03452697826077224,26.086967402951277,0.00013717252501788037,0.13382094248601817,0.11065184934499414
COL,10,0.9764176960159244,9.664209943641495,0.00012762564443444062,0.12768196382726416,0.10295074453631817
GRC,10,0.33516343133152326,24.380339050225764,8.446559707764092e-05,0.08434959855063706,0.06813517883010331
KWT,10,-0.2106058696970281,18.298606361432068,-0.00010876460040174382,-0.10892027421417483,-0.08773625896405632
