country,n_rebalances,sharpe,ann_vol_pct,add_contrib,cum_contrib_pct,add_share_pct
IND,10,1.9302607025042609,29.340069295376985,0.04081522373459419,48.707031172847294,33.196548896533194
CHN,10,0.3416640564965544,24.59333948396335,0.019727869025659466,19.068135786538875,16.045414157061916
KOR,10,1.9744861588487914,23.1440801900166,0.016155664993496438,17.295603675299766,13.140006934668504
SAU,10,2.4343176473050394,10.635116088051204,0.014045416003214267,14.935545584331432,11.423662458761925
TWN,10,1.3518243724415362,13.127060969182239,0.006666716707992464,6.847921877171048,5.42229018797775
IDN,10,1.3139215076965327,32.3320957955474,0.0050250143114443716,5.126786472160028,4.087032191232474
BRA,10,2.5650522587069786,15.657247104745665,0.004273727042785386,4.353948229488003,3.475982140115344
MYS,10,2.2371338247279535,19.001531830744437,0.0033245740087724713,3.3727146126774743,2.704000457280748
THA,10,1.5566515237287448,18.367561140940158,0.0030138571949392236,3.051413514179435,2.451282844596247
ARE,10,1.8452246711333564,8.644241651086029,0.002274479303709025,2.295577805377369,1.8499191358280607
POL,10,1.9654636992119145,24.553162303433666,0.0016902873969143722,1.7025485728850542,1.3747739957456753
TUR,10,1.4283697283963002,17.110926968047725,0.0013007239086705005,1.3070793343279652,1.0579274320741237
MEX,10,1.0511728590120055,13.147018657591572,0.0010881908022967292,1.0924708829650243,0.8850663030074954
PHL,10,1.1258919247921646,18.550439793709483,0.0009747036229669732,0.9783002701202914,0.7927629330137959
ZAF,10,0.38048825987935886,21.528570257050035,0.0006617981465803704,0.6616296633252361,0.5382651991680608
CHL,10,2.1158131215667235,9.613294705898122,0.0006040138522038438,0.6055868836164491,0.4912670700828056
PER,10,2.132042390016056,12.891396376416028,0.0004444611530062758,0.44531079227612125,0.36149688886494247
GRC,10,1.2911902790113832,14.262897108799374,0.00024456154933235236,0.24479360494928937,0.1989110603292414
EGY,10,1.5269613756003653,16.494167399225695,0.00019427192031965573,0.19442757967669255,0.1580086230581819
QAT,10,0.35923427880879194,12.859482285440624,0.00016933510077830197,0.16928956865960298,0.1377265745115036
HUN,10,1.5104057791668686,15.08350759688864,0.00012537324293904043,0.1254375526741125,0.1019707503407655
COL,10,1.0773126394377377,7.436148185278858,0.00011563518632123763,0.11568586077250753,0.09405042446500406
CZE,4,1.7533202634559675,8.214587235878907,9.449946441653332e-05,0.03780428635054012,0.0768599508751618
KWT,10,-0.16112527533593643,17.08280556231779,-8.019624787750944e-05,-0.08034028379479974,-0.06522660959292444
