variant,trial_number,epoch,train_loss,val_loss,corr_6m,base_corr_6m,path2_corr_6m
periodic,1,1,1.2311936413484907,1.159958858291308,0.13157904660717273,0.09540458943035143,0.1314027750212214
periodic,1,2,0.9709328377530688,0.7045561897257964,0.14640868770657106,0.09703529610609014,0.14634142174230266
periodic,1,3,0.7115799708380586,0.6033997399111589,0.1607148508618896,0.09893253647799914,0.16073854715020086
periodic,1,4,0.692004276380416,0.7066694216181835,0.1493879374039049,0.1074152900526921,0.1493483463457475
periodic,1,5,0.6329150675603795,0.7373253879447778,0.1335413549405833,0.10291806704675158,0.13334159622124087
periodic,1,6,0.6926640571937674,0.9367548370112976,0.13676274137105793,0.1082735078719755,0.13653079581369335
periodic,1,7,0.5262144958038651,0.893910625576973,0.13773725217518706,0.11502158522683506,0.13705069952799628
periodic,1,8,0.5210454995921325,0.8682066811869542,0.14593386301615585,0.12120857725579602,0.14361726708399752
periodic,1,9,0.522048439061831,0.9338437898705403,0.15181377711996902,0.12728000215720386,0.14921868817182257
periodic,1,10,0.47309077463467564,1.0464366249740125,0.13372056445417305,0.12534007462478863,0.12817937827203424
periodic,1,11,0.44271916957269053,0.9471380754063526,0.151864397211466,0.1292529395034459,0.14874284528777934
periodic,1,12,0.282835184837625,1.4677490460841607,0.15078869661083444,0.12921304684520388,0.14382876791642046
periodic,1,13,0.25178166044255096,1.100834685144946,0.14042644969498116,0.12697122518826898,0.13579049974214286
periodic,1,14,0.26423832445058026,0.9868763852088401,0.13871384273904067,0.1299937673281723,0.1333622448456784
periodic,1,15,0.19730019721938002,1.1469467597703138,0.14099362106838573,0.1295736187195871,0.13498394660515867
periodic,1,16,0.19850251140509037,1.4454134374546508,0.1407735033504044,0.12833729680472364,0.13397119369607632
periodic,2,1,1.016020613885115,1.0798225394139687,0.12483344147137056,0.10231540927197784,0.1355448363504062
periodic,2,2,0.9863994579525694,1.048675472289324,0.13714565171006446,0.11241632119442026,0.1410845987770396
periodic,2,3,0.6591102456940072,0.785848856344819,0.13687341094361424,0.11532259540011486,0.13768890602514147
periodic,2,4,0.8536570855298095,1.262219414114952,0.1334774475826028,0.11701656929314291,0.13436103888476889
periodic,2,5,0.5416882873313236,1.3116189103884002,0.12749949137117558,0.11950811671752794,0.12117036025350293
periodic,2,6,0.5704934741832346,2.0994209247330824,0.13741473575743537,0.11565246960769097,0.13680896650863966
periodic,2,7,0.5297487266435628,1.1575264471272628,0.14207589387660846,0.11269810902886093,0.14127615121445464
periodic,2,8,0.41553965178946595,1.3272775194297235,0.1354317966576976,0.11881982816848904,0.1331874935150457
